Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($)
HP,Intel i3,4,2TB SSD,Integrated,14.0,2560x1440,5.9,3.41,Windows,509.11
Microsoft,Intel i3,32,512GB SSD,Integrated,15.6,3840x2160,8.5,3.06,FreeDOS,1602.18
Razer,Intel i3,32,512GB SSD,AMD Radeon RX 6800,15.6,1366x768,11.7,2.78,FreeDOS,1695.51
Microsoft,AMD Ryzen 3,32,1TB SSD,Integrated,17.3,1920x1080,6.1,2.39,Linux,964.84
Dell,Intel i5,64,1TB HDD,Integrated,17.3,2560x1440,9.9,2.45,macOS,1812.11
Apple,Intel i7,32,512GB SSD,AMD Radeon RX 6800,17.3,1920x1080,8.9,3.34,FreeDOS,3268.6
Apple,Intel i3,32,512GB SSD,Nvidia RTX 3080,16.0,1366x768,8.8,3.17,FreeDOS,1696.13
HP,AMD Ryzen 7,64,2TB SSD,Nvidia RTX 2060,16.0,2560x1440,6.7,2.23,Windows,4076.77
Lenovo,AMD Ryzen 9,16,256GB SSD,Integrated,16.0,1920x1080,7.5,2.03,Windows,1452.26
Asus,AMD Ryzen 7,8,2TB SSD,AMD Radeon RX 6800,15.6,2560x1440,4.2,1.81,FreeDOS,1835.6
Razer,Intel i7,8,512GB SSD,Nvidia GTX 1650,14.0,1920x1080,10.1,3.33,Linux,1625.05
Asus,Intel i3,8,256GB SSD,Nvidia RTX 3080,14.0,1920x1080,10.5,1.31,FreeDOS,883.4
HP,AMD Ryzen 5,16,256GB SSD,AMD Radeon RX 6800,15.6,2560x1440,7.0,2.68,FreeDOS,1543.56
Acer,Intel i3,32,1TB HDD,Nvidia RTX 3060,15.6,3840x2160,7.0,2.88,macOS,1909.16
Razer,Intel i3,16,512GB SSD,Nvidia GTX 1650,13.3,1920x1080,9.6,2.85,macOS,1533.81
Microsoft,AMD Ryzen 9,4,2TB SSD,Nvidia RTX 3060,14.0,1920x1080,8.2,2.18,FreeDOS,1381.06
HP,Intel i7,16,1TB HDD,Nvidia RTX 3060,16.0,2560x1440,4.8,2.3,Windows,1579.7
Dell,Intel i5,16,2TB SSD,Nvidia RTX 2060,14.0,1366x768,10.3,2.92,macOS,1107.14
HP,Intel i3,64,1TB SSD,AMD Radeon RX 6600,17.3,2560x1440,12.0,2.75,Windows,2732.83
Samsung,AMD Ryzen 9,8,1TB SSD,Nvidia RTX 3080,15.6,1920x1080,4.9,2.16,Linux,1818.62
Asus,Intel i7,32,256GB SSD,AMD Radeon RX 6800,15.6,1366x768,11.1,2.4,FreeDOS,1869.87
Asus,AMD Ryzen 3,64,2TB SSD,Nvidia RTX 3060,16.0,2560x1440,10.4,2.6,Windows,2752.19
Asus,AMD Ryzen 9,32,1TB SSD,AMD Radeon RX 6600,16.0,1366x768,4.9,1.93,FreeDOS,2453.17
HP,Intel i5,4,256GB SSD,Nvidia RTX 2060,13.3,2560x1440,8.5,1.87,Windows,1220.54
Dell,AMD Ryzen 9,32,1TB HDD,Integrated,16.0,2560x1440,7.2,2.08,macOS,1925.16
Microsoft,AMD Ryzen 9,64,256GB SSD,Nvidia RTX 3080,17.3,1366x768,4.1,1.86,macOS,3529.45
Microsoft,AMD Ryzen 5,64,512GB SSD,Nvidia GTX 1650,17.3,1920x1080,4.2,1.93,Linux,2550.31
Microsoft,AMD Ryzen 9,32,2TB SSD,Integrated,17.3,1366x768,4.9,3.09,FreeDOS,1709.4
Asus,AMD Ryzen 7,16,2TB SSD,AMD Radeon RX 6800,14.0,3840x2160,6.9,1.39,macOS,2352.23
Lenovo,Intel i9,16,256GB SSD,Nvidia RTX 3080,16.0,2560x1440,6.5,2.47,Linux,2677.41
HP,Intel i3,64,1TB HDD,AMD Radeon RX 6800,13.3,2560x1440,4.6,2.5,FreeDOS,2193.99
Lenovo,Intel i9,64,256GB SSD,AMD Radeon RX 6600,17.3,2560x1440,8.9,1.31,Windows,5475.6
Razer,Intel i9,16,512GB SSD,Nvidia RTX 2060,16.0,3840x2160,4.7,3.22,FreeDOS,4923.97
Lenovo,Intel i7,4,2TB SSD,Nvidia GTX 1650,15.6,1366x768,11.4,3.03,FreeDOS,922.06
Microsoft,Intel i7,32,512GB SSD,Nvidia RTX 3080,17.3,1366x768,11.5,2.16,Windows,1766.22
Samsung,Intel i5,4,256GB SSD,Nvidia RTX 2060,16.0,3840x2160,8.5,3.11,macOS,1679.8
MSI,AMD Ryzen 7,32,512GB SSD,Nvidia RTX 3060,14.0,1366x768,11.5,2.27,Linux,2045.0
Apple,AMD Ryzen 9,4,256GB SSD,Nvidia RTX 3080,15.6,2560x1440,11.6,2.93,Linux,3076.51
Razer,Intel i7,32,512GB SSD,AMD Radeon RX 6600,13.3,1366x768,5.5,1.2,FreeDOS,2331.89
Razer,AMD Ryzen 7,4,512GB SSD,Nvidia RTX 2060,16.0,2560x1440,6.2,1.5,Linux,2234.26
Acer,Intel i7,8,2TB SSD,Integrated,17.3,2560x1440,8.7,3.23,Linux,1019.05
Razer,AMD Ryzen 5,64,2TB SSD,AMD Radeon RX 6800,14.0,3840x2160,9.4,1.3,FreeDOS,5542.3
Apple,AMD Ryzen 5,4,256GB SSD,AMD Radeon RX 6600,15.6,1920x1080,7.6,1.47,Linux,1423.74
HP,Intel i3,8,1TB SSD,Integrated,13.3,2560x1440,10.3,1.94,macOS,691.54
Apple,Intel i3,16,1TB HDD,Nvidia GTX 1650,17.3,1920x1080,10.4,2.63,FreeDOS,1347.05
Acer,Intel i9,16,256GB SSD,Integrated,15.6,2560x1440,8.7,3.42,FreeDOS,1863.75
Acer,Intel i9,64,512GB SSD,Nvidia RTX 3080,15.6,2560x1440,4.6,2.93,macOS,5286.01
Dell,AMD Ryzen 7,32,256GB SSD,AMD Radeon RX 6800,16.0,2560x1440,10.3,3.23,Linux,2577.13
Asus,AMD Ryzen 3,64,1TB HDD,AMD Radeon RX 6800,15.6,3840x2160,11.1,3.06,macOS,3070.19
Acer,AMD Ryzen 9,4,1TB HDD,Integrated,14.0,1366x768,11.2,2.02,macOS,784.09
Acer,AMD Ryzen 7,32,1TB HDD,Nvidia GTX 1650,17.3,1920x1080,9.4,2.12,macOS,1704.24
Asus,Intel i7,8,1TB HDD,Nvidia GTX 1650,14.0,2560x1440,7.3,3.44,Linux,1440.03
Apple,Intel i3,16,1TB SSD,Nvidia RTX 3060,15.6,2560x1440,6.0,1.79,Linux,2133.51
Acer,Intel i3,8,512GB SSD,Nvidia RTX 2060,16.0,2560x1440,5.1,1.92,macOS,1136.84
MSI,AMD Ryzen 7,32,2TB SSD,Nvidia RTX 2060,15.6,1920x1080,9.3,2.45,Linux,2814.53
MSI,AMD Ryzen 3,8,1TB HDD,Nvidia RTX 2060,15.6,1920x1080,6.1,1.6,macOS,918.46
HP,AMD Ryzen 3,4,1TB SSD,Integrated,16.0,1366x768,7.7,2.19,Windows,408.86
Microsoft,AMD Ryzen 7,4,256GB SSD,Nvidia RTX 3060,15.6,3840x2160,6.7,1.94,macOS,2043.45
Lenovo,Intel i9,4,1TB SSD,Integrated,13.3,2560x1440,10.1,2.45,Linux,1253.75
MSI,Intel i9,64,1TB HDD,Nvidia RTX 3060,15.6,2560x1440,4.5,2.22,macOS,5729.72
Microsoft,Intel i7,8,1TB SSD,Integrated,15.6,2560x1440,11.6,1.86,Linux,1129.79
Samsung,AMD Ryzen 3,64,1TB HDD,AMD Radeon RX 6800,14.0,3840x2160,8.4,1.54,macOS,2675.79
Samsung,Intel i5,64,2TB SSD,Nvidia RTX 2060,14.0,1366x768,8.7,2.29,Linux,1999.71
Samsung,AMD Ryzen 9,64,512GB SSD,Nvidia RTX 2060,15.6,3840x2160,5.0,1.66,macOS,7057.69
Samsung,AMD Ryzen 5,32,256GB SSD,Nvidia RTX 3080,16.0,2560x1440,9.6,2.35,FreeDOS,2189.32
HP,Intel i5,32,1TB SSD,AMD Radeon RX 6600,17.3,3840x2160,8.5,2.7,Linux,2990.3
Acer,AMD Ryzen 9,16,1TB SSD,Nvidia RTX 2060,14.0,1366x768,4.1,1.69,macOS,1816.37
Dell,Intel i9,4,2TB SSD,Nvidia GTX 1650,15.6,1920x1080,8.7,3.09,Linux,1742.8
Apple,AMD Ryzen 7,64,512GB SSD,AMD Radeon RX 6800,17.3,1920x1080,8.1,1.74,macOS,4807.96
Microsoft,Intel i7,8,1TB HDD,Nvidia RTX 2060,16.0,2560x1440,6.7,3.09,Linux,1558.44
Lenovo,Intel i9,16,1TB HDD,AMD Radeon RX 6600,17.3,1366x768,8.8,1.49,FreeDOS,1671.21
Apple,Intel i3,64,256GB SSD,Nvidia RTX 3060,15.6,3840x2160,11.3,3.43,macOS,5334.23
Asus,AMD Ryzen 7,4,1TB SSD,AMD Radeon RX 6800,16.0,1366x768,8.2,1.97,Windows,975.82
Apple,Intel i9,64,512GB SSD,AMD Radeon RX 6800,13.3,1366x768,10.0,2.43,macOS,4941.32
Apple,Intel i3,8,512GB SSD,Nvidia RTX 3060,13.3,3840x2160,8.7,2.33,Windows,1939.12
Asus,AMD Ryzen 5,4,512GB SSD,AMD Radeon RX 6600,15.6,3840x2160,6.6,1.9,Windows,1553.16
Asus,Intel i7,16,256GB SSD,AMD Radeon RX 6800,15.6,3840x2160,6.6,1.2,macOS,2630.52
MSI,AMD Ryzen 3,16,2TB SSD,AMD Radeon RX 6800,14.0,1920x1080,7.7,2.91,macOS,1325.13
Acer,Intel i7,32,2TB SSD,AMD Radeon RX 6600,13.3,2560x1440,9.0,1.71,Linux,2581.42
Microsoft,AMD Ryzen 5,16,512GB SSD,AMD Radeon RX 6600,15.6,3840x2160,6.5,2.25,macOS,2114.1
Asus,Intel i5,4,256GB SSD,Nvidia GTX 1650,17.3,1920x1080,5.0,2.88,FreeDOS,1005.4
Razer,AMD Ryzen 5,64,2TB SSD,Nvidia RTX 2060,14.0,1366x768,7.7,3.35,macOS,2886.71
Lenovo,Intel i9,16,512GB SSD,Integrated,15.6,2560x1440,5.2,2.93,Linux,1839.5
HP,Intel i7,8,512GB SSD,Nvidia RTX 3080,16.0,2560x1440,4.6,3.1,FreeDOS,1600.97
Acer,AMD Ryzen 9,64,1TB HDD,Nvidia RTX 2060,14.0,1920x1080,11.1,3.39,Windows,3264.95
Dell,AMD Ryzen 7,16,1TB SSD,AMD Radeon RX 6800,13.3,2560x1440,5.1,1.64,macOS,2006.07
Acer,Intel i9,8,1TB SSD,Nvidia GTX 1650,15.6,1366x768,8.3,1.94,Windows,1666.22
Samsung,AMD Ryzen 5,32,1TB SSD,AMD Radeon RX 6600,14.0,2560x1440,5.8,2.25,Windows,1928.38
Lenovo,Intel i9,4,1TB HDD,Nvidia RTX 3080,16.0,3840x2160,7.3,1.59,Windows,2178.97
Dell,Intel i7,64,512GB SSD,Nvidia RTX 2060,17.3,1920x1080,10.4,1.2,macOS,3380.89
Acer,Intel i3,4,1TB SSD,AMD Radeon RX 6800,13.3,1366x768,7.4,2.7,FreeDOS,651.05
Acer,Intel i5,32,1TB SSD,Integrated,17.3,2560x1440,10.0,1.23,FreeDOS,1547.43
MSI,Intel i3,4,1TB HDD,Integrated,15.6,1920x1080,7.4,3.1,Linux,657.66
Samsung,AMD Ryzen 7,32,1TB HDD,Nvidia GTX 1650,17.3,1366x768,9.2,2.87,Windows,1572.05
MSI,AMD Ryzen 5,4,256GB SSD,Nvidia RTX 3060,16.0,1920x1080,5.5,1.83,macOS,1350.79
Acer,Intel i3,16,2TB SSD,AMD Radeon RX 6800,15.6,1920x1080,5.5,2.91,macOS,1238.07
Razer,AMD Ryzen 3,64,1TB HDD,Nvidia RTX 3060,17.3,1366x768,11.3,2.84,FreeDOS,2033.16
Samsung,Intel i7,4,512GB SSD,Nvidia RTX 3080,13.3,1366x768,9.3,1.21,FreeDOS,931.42
Acer,AMD Ryzen 3,8,1TB HDD,AMD Radeon RX 6800,17.3,2560x1440,6.1,1.51,Windows,1009.14
Razer,AMD Ryzen 9,16,256GB SSD,Nvidia GTX 1650,17.3,1366x768,9.7,1.22,Windows,2616.14
MSI,AMD Ryzen 3,8,1TB HDD,AMD Radeon RX 6800,15.6,1366x768,8.9,1.88,macOS,927.62
Apple,AMD Ryzen 5,64,256GB SSD,AMD Radeon RX 6600,15.6,3840x2160,5.7,3.47,Linux,6542.83
Razer,AMD Ryzen 5,32,1TB HDD,Nvidia RTX 3060,16.0,1366x768,8.0,2.02,Linux,1736.13
Apple,Intel i7,8,256GB SSD,Nvidia RTX 3060,13.3,1366x768,10.1,2.97,FreeDOS,1570.6
Samsung,Intel i5,8,2TB SSD,AMD Radeon RX 6600,13.3,1920x1080,4.3,2.64,FreeDOS,1001.22
Dell,Intel i5,4,256GB SSD,Nvidia GTX 1650,16.0,1920x1080,9.1,2.22,FreeDOS,1061.11
Lenovo,Intel i7,64,1TB HDD,Integrated,15.6,1920x1080,7.4,3.32,macOS,1955.63
Asus,Intel i7,64,256GB SSD,AMD Radeon RX 6800,14.0,1366x768,8.7,2.54,FreeDOS,2593.13
Lenovo,Intel i7,4,256GB SSD,Nvidia RTX 2060,15.6,1920x1080,7.5,2.47,macOS,1124.2
HP,Intel i3,4,1TB HDD,Nvidia RTX 2060,14.0,1920x1080,6.3,2.93,Linux,745.48
HP,Intel i3,4,512GB SSD,Nvidia GTX 1650,17.3,2560x1440,11.3,2.56,FreeDOS,946.85
MSI,Intel i3,64,1TB SSD,Integrated,13.3,1920x1080,6.8,1.54,FreeDOS,1733.84
Lenovo,Intel i3,64,1TB SSD,Integrated,14.0,1920x1080,4.6,2.2,FreeDOS,1313.41
Microsoft,AMD Ryzen 9,4,1TB SSD,Nvidia RTX 2060,14.0,1366x768,5.2,1.36,Windows,1362.71
MSI,Intel i7,8,2TB SSD,Integrated,16.0,3840x2160,4.9,1.62,Windows,2043.49
Microsoft,AMD Ryzen 5,32,1TB SSD,AMD Radeon RX 6600,16.0,1920x1080,5.9,3.04,Linux,1760.11
Acer,Intel i9,16,256GB SSD,Nvidia RTX 2060,14.0,3840x2160,5.8,1.38,macOS,3333.79
Acer,AMD Ryzen 5,16,1TB HDD,Nvidia RTX 2060,17.3,2560x1440,6.5,1.64,Linux,1255.36
Asus,Intel i7,4,1TB SSD,Integrated,17.3,2560x1440,8.7,2.97,FreeDOS,1160.45
Lenovo,AMD Ryzen 7,64,1TB HDD,AMD Radeon RX 6600,16.0,1920x1080,11.3,3.34,Windows,2632.8
Dell,Intel i5,4,2TB SSD,AMD Radeon RX 6600,13.3,3840x2160,7.5,2.48,Windows,1372.7
Lenovo,Intel i7,4,512GB SSD,Nvidia RTX 2060,14.0,2560x1440,12.0,1.28,FreeDOS,1285.8
Acer,Intel i7,32,1TB HDD,Integrated,13.3,2560x1440,10.0,1.73,FreeDOS,1429.4
Lenovo,Intel i3,32,2TB SSD,AMD Radeon RX 6800,16.0,3840x2160,10.0,3.09,macOS,2324.26
Samsung,AMD Ryzen 7,4,1TB SSD,AMD Radeon RX 6600,16.0,1920x1080,4.1,2.37,macOS,1186.32
Dell,Intel i9,32,1TB SSD,Integrated,17.3,1920x1080,4.4,2.76,Linux,1913.16
Apple,Intel i3,16,1TB SSD,Nvidia RTX 3080,15.6,2560x1440,9.0,1.9,Linux,2059.67
Acer,Intel i3,4,1TB HDD,Nvidia GTX 1650,17.3,1366x768,6.9,2.72,Linux,590.52
Acer,AMD Ryzen 7,32,512GB SSD,Nvidia RTX 3060,13.3,1920x1080,10.0,1.95,Linux,1935.01
Dell,AMD Ryzen 7,4,2TB SSD,Nvidia RTX 2060,16.0,1366x768,11.9,3.41,Linux,923.15
MSI,Intel i7,16,1TB SSD,Nvidia RTX 2060,15.6,2560x1440,11.3,1.21,Windows,2608.98
HP,AMD Ryzen 9,4,1TB SSD,Nvidia RTX 3060,14.0,1366x768,6.7,1.34,Windows,1215.97
Asus,AMD Ryzen 7,8,1TB SSD,AMD Radeon RX 6600,13.3,1366x768,6.2,2.45,macOS,963.99
HP,AMD Ryzen 3,4,2TB SSD,Nvidia GTX 1650,13.3,1366x768,7.9,3.35,Windows,634.09
Microsoft,AMD Ryzen 9,32,2TB SSD,Nvidia RTX 3060,14.0,1366x768,10.0,2.07,Linux,2321.07
Asus,Intel i9,8,1TB SSD,Integrated,13.3,3840x2160,5.4,3.05,FreeDOS,1747.36
Dell,Intel i3,8,1TB SSD,Nvidia RTX 3060,16.0,3840x2160,4.9,2.22,macOS,1477.42
Microsoft,AMD Ryzen 9,16,512GB SSD,Nvidia RTX 3080,14.0,1366x768,6.0,1.2,Linux,1790.81
HP,Intel i9,8,512GB SSD,Nvidia RTX 2060,14.0,1366x768,5.9,2.29,FreeDOS,1514.93
MSI,Intel i5,16,2TB SSD,Nvidia RTX 3080,15.6,1366x768,5.9,2.7,Linux,1291.1
MSI,AMD Ryzen 5,16,1TB SSD,AMD Radeon RX 6600,16.0,2560x1440,8.6,3.16,FreeDOS,2005.94
Apple,AMD Ryzen 9,32,2TB SSD,Nvidia RTX 3080,16.0,3840x2160,9.6,2.7,Linux,7207.3
Acer,Intel i5,8,1TB SSD,Nvidia RTX 3080,13.3,2560x1440,10.8,2.99,Windows,1373.26
Lenovo,Intel i7,8,1TB SSD,Nvidia RTX 3080,16.0,1366x768,4.6,2.98,Windows,1202.68
MSI,Intel i7,8,512GB SSD,Nvidia RTX 3060,17.3,1366x768,8.0,1.51,FreeDOS,1546.58
HP,Intel i9,64,512GB SSD,Nvidia RTX 3060,14.0,1920x1080,10.0,3.44,Windows,3822.53
Apple,AMD Ryzen 7,8,1TB HDD,Integrated,16.0,1920x1080,4.0,1.88,Windows,1293.35
Razer,Intel i5,32,1TB SSD,Nvidia RTX 2060,13.3,2560x1440,4.1,1.22,FreeDOS,2902.58
MSI,Intel i3,8,256GB SSD,Nvidia RTX 2060,17.3,1920x1080,5.6,2.84,macOS,1262.14
Apple,AMD Ryzen 3,64,2TB SSD,Nvidia RTX 3060,14.0,3840x2160,6.0,1.54,FreeDOS,4775.48
Microsoft,AMD Ryzen 9,16,1TB SSD,Nvidia RTX 2060,16.0,2560x1440,7.7,3.14,macOS,2809.72
Acer,Intel i5,4,2TB SSD,Nvidia RTX 3080,15.6,1366x768,9.6,1.38,Windows,919.77
Samsung,Intel i3,4,2TB SSD,Integrated,16.0,1920x1080,4.2,2.09,Linux,665.23
Lenovo,AMD Ryzen 9,16,256GB SSD,Nvidia GTX 1650,16.0,1366x768,8.5,2.73,Windows,1682.53
Razer,Intel i7,32,2TB SSD,AMD Radeon RX 6600,15.6,1366x768,5.6,2.06,Windows,2404.1
Samsung,Intel i7,8,2TB SSD,Nvidia RTX 2060,14.0,2560x1440,8.1,1.26,FreeDOS,1592.22
Apple,AMD Ryzen 3,4,1TB HDD,AMD Radeon RX 6800,13.3,2560x1440,6.3,1.94,FreeDOS,1090.6
MSI,Intel i3,16,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,9.6,2.4,Linux,1848.65
Asus,AMD Ryzen 7,32,1TB HDD,Nvidia RTX 2060,17.3,2560x1440,5.9,2.8,macOS,2147.29
MSI,Intel i5,16,1TB HDD,Nvidia RTX 3080,14.0,3840x2160,4.3,1.27,Linux,2128.07
MSI,Intel i5,8,1TB SSD,AMD Radeon RX 6800,13.3,2560x1440,7.7,2.08,Linux,1730.45
MSI,Intel i3,32,512GB SSD,Nvidia RTX 2060,16.0,1366x768,7.6,3.19,Linux,1719.3
Acer,AMD Ryzen 7,4,2TB SSD,AMD Radeon RX 6800,13.3,2560x1440,7.0,2.04,FreeDOS,1456.42
Microsoft,AMD Ryzen 9,8,1TB HDD,Nvidia RTX 3080,13.3,1920x1080,9.1,1.41,FreeDOS,1367.8
Acer,AMD Ryzen 3,16,1TB SSD,Nvidia RTX 3080,16.0,1920x1080,7.9,1.54,FreeDOS,1034.85
Apple,Intel i5,16,2TB SSD,Nvidia RTX 2060,13.3,3840x2160,8.7,3.33,FreeDOS,2880.18
Apple,Intel i3,16,256GB SSD,AMD Radeon RX 6600,13.3,2560x1440,9.6,2.01,Linux,1863.97
Asus,Intel i5,64,1TB HDD,Nvidia RTX 3060,16.0,1366x768,11.6,2.46,macOS,1691.41
Dell,Intel i7,8,1TB SSD,Nvidia RTX 3080,13.3,1366x768,9.3,1.34,Linux,1190.38
Acer,AMD Ryzen 3,4,1TB SSD,Nvidia RTX 2060,15.6,3840x2160,6.8,2.19,Linux,1253.82
Microsoft,Intel i3,64,1TB HDD,Nvidia RTX 3060,16.0,3840x2160,5.8,2.77,macOS,3145.68
Samsung,AMD Ryzen 5,4,1TB HDD,Nvidia RTX 3060,16.0,1366x768,4.8,3.04,Linux,589.91
Samsung,Intel i7,16,512GB SSD,Nvidia GTX 1650,13.3,2560x1440,11.1,3.4,Linux,1737.98
Lenovo,Intel i7,32,256GB SSD,Nvidia RTX 2060,13.3,2560x1440,10.0,1.54,FreeDOS,2424.64
Apple,AMD Ryzen 3,4,2TB SSD,Nvidia GTX 1650,17.3,2560x1440,9.0,3.42,Windows,1449.63
HP,Intel i7,4,256GB SSD,Integrated,13.3,3840x2160,6.1,2.01,Windows,1278.89
Asus,Intel i3,32,2TB SSD,Nvidia GTX 1650,15.6,1366x768,10.2,1.6,FreeDOS,1121.49
Razer,Intel i3,4,1TB SSD,Nvidia GTX 1650,13.3,1920x1080,6.4,3.44,FreeDOS,1177.7
Acer,Intel i9,32,2TB SSD,Nvidia RTX 3060,14.0,3840x2160,7.9,2.61,FreeDOS,4494.31
Acer,AMD Ryzen 9,8,2TB SSD,Nvidia RTX 2060,15.6,1920x1080,6.1,2.94,Linux,1885.48
HP,Intel i5,64,1TB HDD,AMD Radeon RX 6800,15.6,2560x1440,6.0,2.25,Windows,2768.58
HP,AMD Ryzen 7,8,256GB SSD,Nvidia RTX 3080,15.6,1920x1080,6.1,2.18,Windows,1375.11
Asus,Intel i7,32,512GB SSD,Nvidia RTX 2060,14.0,1920x1080,7.0,2.91,macOS,2054.39
Apple,AMD Ryzen 9,4,1TB SSD,AMD Radeon RX 6800,14.0,1366x768,6.5,1.68,Windows,1771.8
HP,Intel i5,32,512GB SSD,Integrated,15.6,2560x1440,10.3,1.83,Linux,1330.24
Asus,AMD Ryzen 5,64,1TB HDD,Nvidia RTX 3060,13.3,3840x2160,7.1,1.44,macOS,3180.14
HP,Intel i3,16,512GB SSD,Nvidia GTX 1650,15.6,1366x768,4.9,1.88,macOS,1046.03
Acer,AMD Ryzen 5,4,1TB HDD,Nvidia GTX 1650,17.3,3840x2160,11.7,1.35,FreeDOS,1324.97
Asus,Intel i3,8,512GB SSD,Integrated,15.6,3840x2160,11.3,1.74,FreeDOS,945.14
MSI,Intel i9,32,512GB SSD,Nvidia RTX 3080,16.0,3840x2160,5.1,3.18,Windows,6260.08
Lenovo,Intel i3,32,256GB SSD,Nvidia RTX 2060,14.0,1920x1080,4.9,2.54,Linux,1426.87
HP,Intel i9,32,1TB SSD,AMD Radeon RX 6800,17.3,2560x1440,6.3,1.76,FreeDOS,3708.89
Razer,AMD Ryzen 5,64,256GB SSD,AMD Radeon RX 6800,14.0,3840x2160,8.7,1.72,macOS,5612.45
Dell,AMD Ryzen 3,8,2TB SSD,Nvidia RTX 3060,16.0,1920x1080,5.6,3.36,macOS,895.07
Samsung,Intel i3,8,1TB HDD,Nvidia RTX 3060,14.0,2560x1440,8.3,2.36,Linux,860.15
Razer,AMD Ryzen 5,32,1TB SSD,AMD Radeon RX 6800,14.0,3840x2160,9.8,3.32,Linux,3564.07
HP,Intel i9,16,512GB SSD,AMD Radeon RX 6800,15.6,3840x2160,10.9,1.33,macOS,3585.24
Razer,Intel i7,8,256GB SSD,Integrated,15.6,3840x2160,11.3,1.45,Linux,2105.68
Samsung,Intel i3,64,256GB SSD,Nvidia RTX 2060,16.0,2560x1440,5.6,3.16,macOS,2746.23
Dell,Intel i3,32,256GB SSD,AMD Radeon RX 6600,14.0,2560x1440,11.7,1.84,macOS,1618.88
MSI,Intel i9,32,512GB SSD,Nvidia RTX 3060,14.0,3840x2160,4.7,2.0,macOS,5547.08
Asus,Intel i7,4,1TB SSD,Nvidia RTX 3080,15.6,1920x1080,6.6,1.27,FreeDOS,1263.98
Microsoft,AMD Ryzen 9,64,512GB SSD,Nvidia RTX 2060,17.3,1366x768,10.4,2.0,Linux,3563.86
HP,Intel i3,16,2TB SSD,Integrated,14.0,3840x2160,8.9,3.28,Linux,1276.79
Asus,Intel i9,4,1TB HDD,AMD Radeon RX 6800,16.0,3840x2160,6.7,3.33,Windows,2169.37
Samsung,Intel i9,16,2TB SSD,Nvidia RTX 3080,14.0,3840x2160,10.6,1.66,Windows,3356.86
Asus,AMD Ryzen 7,4,1TB HDD,Nvidia RTX 3080,15.6,3840x2160,4.7,1.94,Linux,1685.91
Dell,Intel i9,64,512GB SSD,Integrated,15.6,1366x768,12.0,2.29,Linux,2472.43
HP,AMD Ryzen 3,8,256GB SSD,Nvidia RTX 2060,17.3,1366x768,10.6,2.25,Windows,742.84
Microsoft,AMD Ryzen 9,32,2TB SSD,Nvidia RTX 3080,14.0,1920x1080,5.7,2.54,macOS,2607.14
Apple,Intel i5,8,1TB HDD,AMD Radeon RX 6800,17.3,3840x2160,10.3,1.45,FreeDOS,2345.4
Lenovo,AMD Ryzen 9,8,2TB SSD,Nvidia GTX 1650,16.0,3840x2160,11.3,2.28,macOS,3149.09
Dell,Intel i3,64,512GB SSD,AMD Radeon RX 6800,17.3,1366x768,11.1,2.01,FreeDOS,1724.79
Apple,Intel i7,8,256GB SSD,AMD Radeon RX 6800,14.0,1920x1080,11.8,1.85,FreeDOS,1760.11
MSI,Intel i7,4,256GB SSD,AMD Radeon RX 6600,17.3,1366x768,4.4,1.53,macOS,1425.95
Acer,Intel i9,8,2TB SSD,AMD Radeon RX 6600,13.3,1920x1080,4.4,2.11,macOS,1695.75
Asus,Intel i3,32,1TB SSD,Nvidia RTX 2060,16.0,1920x1080,6.6,2.83,macOS,1598.47
Razer,Intel i7,8,2TB SSD,Nvidia RTX 3080,15.6,2560x1440,4.1,1.8,macOS,2403.88
HP,AMD Ryzen 5,64,1TB HDD,Nvidia RTX 3060,16.0,3840x2160,6.9,2.3,FreeDOS,3495.48
Apple,Intel i5,16,1TB SSD,AMD Radeon RX 6600,14.0,3840x2160,11.7,2.55,macOS,2857.06
MSI,Intel i3,4,256GB SSD,Integrated,15.6,1366x768,7.7,1.39,macOS,750.17
HP,AMD Ryzen 9,4,256GB SSD,Integrated,16.0,1920x1080,11.1,2.39,Linux,1197.92
Samsung,Intel i3,32,512GB SSD,Nvidia RTX 3080,15.6,2560x1440,7.5,2.02,FreeDOS,1756.04
MSI,Intel i9,4,2TB SSD,Integrated,17.3,2560x1440,4.4,2.43,Linux,1888.26
Razer,Intel i5,16,512GB SSD,Nvidia GTX 1650,15.6,2560x1440,10.5,2.75,FreeDOS,2367.48
Razer,AMD Ryzen 7,4,256GB SSD,Nvidia RTX 3060,14.0,1366x768,11.9,2.24,FreeDOS,1475.32
HP,AMD Ryzen 5,4,256GB SSD,AMD Radeon RX 6600,15.6,3840x2160,5.0,1.79,FreeDOS,1629.32
MSI,AMD Ryzen 9,16,1TB SSD,Nvidia RTX 2060,14.0,2560x1440,11.1,2.55,macOS,3309.11
Microsoft,Intel i5,4,2TB SSD,AMD Radeon RX 6600,13.3,1920x1080,4.6,2.42,Windows,919.76
Dell,AMD Ryzen 5,32,256GB SSD,Integrated,13.3,3840x2160,6.9,1.68,Linux,1647.25
Apple,AMD Ryzen 7,32,2TB SSD,Nvidia RTX 3060,17.3,1366x768,9.0,2.13,FreeDOS,2794.77
Samsung,Intel i7,32,1TB SSD,Nvidia RTX 2060,17.3,2560x1440,7.5,1.46,FreeDOS,2812.46
